name_list,address_list,maps_url,place_id,name_google,address_google,phone_local,phone_international,lat,lng,opening_hours,rating,total_ratings,website,business_status
ZUS Coffee – Pasaraya CS Bangi Avenue,"Kiosk K10 & K11 (Ground Floor), No.1, Persiaran Bangi Avenue, Taman Bangi Avenue, 43000 Kajang, Selangor Darul Ehsan.","https://www.google.com/maps/place/ZUS+Coffee+-+Pasaraya+CS+Bangi+Avenue/@2.902454,101.7896175,17z/data=!4m6!3m5!1s0x31cdc9002ae5d53f:0x941547135ed438d2!8m2!3d2.9026489!4d101.789343!16s%2Fg%2F11whjk_fl9?entry=tts&g_ep=EgoyMDI0MTAwMi4xIPu8ASoASAFQAw%3D%3D",ChIJP9XlKgDJzTER0jjUXhNHFZQ,ZUS Coffee - Pasaraya CS Bangi Avenue,"Persiaran Bangi Avenue, Taman Bangi Avenue Kiosk K10 & K11 (Ground Floor), No.1, 43000 Kajang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9026489,101.789343,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.5,38,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Lorong Pandan Pertama 5, Ampang","SA-10-G, Lorong Pandan Pertama 5, Taman Pandan Utama, 68000 Ampang Jaya, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Lorong+Pandan+Pertama+5,+Ampang/@3.1412463,101.7447641,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc3763689d76bb:0xe107a4583114fb0e!8m2!3d3.1412463!4d101.747339!16s%2Fg%2F11lp53knrr?entry=tts&g_ep=EgoyMDI0MTAwMi4xIPu8ASoASAFQAw%3D%3D",ChIJu3adaGM3zDERDvsUMVikB-E,"ZUS Coffee - Lorong Pandan Pertama 5, Ampang","SA-10-G, Lrg Pandan Pertama 5, Taman Pandan Utama, 68000 Ampang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.1419114,101.747351,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.5,40,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Edusentral, Setia Alam","VB-G-07 (Ground Floor), Edu Sentral, Jalan Setia Murni U13/51, Setia Alam Seksyen U13, 40170 Shah Alam, Selangor Darul Ehsan","https://www.google.com/maps/place/ZUS+Coffee+-+Edusentral,+Setia+Alam/@3.1154528,101.4511076,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc51f04dfa9121:0x5805536348ef7b8d!8m2!3d3.1154528!4d101.4536825!16s%2Fg%2F11whlqvgmn?entry=tts&g_ep=EgoyMDI0MTAwMi4xIPu8ASoASAFQAw%3D%3D",ChIJIZH6TfBRzDERjXvvSGNTBVg,"ZUS Coffee - Edusentral, Setia Alam","Jalan Setia Murni U13/51, Setia Alam Seksyen U13, VB-G-07 (Ground Floor, Edu Sentral, Alam Nusantara, 40170 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.1155337,101.453527,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.5,43,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Wangsa Walk Mall,"GL-03A & FL-03A and GL-05 & FL-05, BL-03A & BL-05, Wangsa Walk Mall, Wangsa Permai, 53300 Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Wangsa+Walk+Mall/@3.198408,101.7393302,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc39b50af12fb3:0x6e1d810b326ecb7d!8m2!3d3.198408!4d101.7419051!16s%2Fg%2F11wc6nbdwb?entry=tts&g_ep=EgoyMDI0MTAwMi4xIPu8ASoASAFQAw%3D%3D",ChIJsy_xCrU5zDERfctuMguBHW4,ZUS Coffee - Wangsa Walk Mall,"Wangsa Permai GL-03A & FL-03A and GL-05 & FL-05, BL-03A & BL-05, Wangsa Walk Mall, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.198408,101.7419051,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.8,283,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Uptown Damansara, Petaling Jaya","44-G (Ground Floor), JALAN SS21/39, DAMANSARA UTAMA, 47400 PETALING JAYA, SELANGOR","https://www.google.com/maps/place/ZUS+Coffee+-+Uptown+Damansara,+Petaling+Jaya/@3.1349377,101.6190514,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc49bd476c5aab:0xaaaf10f12aa1c912!8m2!3d3.1349377!4d101.6216263!16s%2Fg%2F11lnlm37t1?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJq1psR71JzDEREsmhKvEQr6o,"ZUS Coffee - Uptown Damansara, Petaling Jaya","44-G (Ground Floor, Jalan SS21/39, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.135596,101.6214604,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.3,47,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Bangsar Trade Centre,"Lot E-1-2(A), Ground Floor, Tower E, Bangsar Trade Centre. Off Jalan Pantai Baru, 59200 Kuala Lumpur.","https://www.google.com/maps/place/ZUS+Coffee+-+Bangsar+Trade+Centre/@3.1152004,101.6649036,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc49004c3c5331:0x7b50257f14c6d13b!8m2!3d3.1152004!4d101.6674785!16s%2Fg%2F11lng60_mj?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJMVM8TABJzDERO9HGFH8lUHs,ZUS Coffee - Bangsar Trade Centre,"Lot E-1-2(A), Ground Floor, Tower E, Bangsar Trade Centre, Off, Jalan Pantai Baharu, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1152004,101.6674785,Monday: 7:00 AM – 9:40 PM; Tuesday: 7:00 AM – 9:40 PM; Wednesday: 7:00 AM – 9:40 PM; Thursday: 7:00 AM – 9:40 PM; Friday: 7:00 AM – 9:40 PM; Saturday: 7:00 AM – 9:40 PM; Sunday: 7:00 AM – 9:40 PM,3.9,49,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – BHPetrol Karak Highway,"Lot 1173, Stesen Minyak BP Lebuhraya Karak Kuala Lumpur, Daerah Gombak, 53000 Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+BHPetrol+Karak+Highway/@3.2534382,101.7249847,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc396f68b6c615:0xdc07803f7448d074!8m2!3d3.2534382!4d101.7275596!16s%2Fg%2F11w87l1_lc?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJFca2aG85zDERdNBIdD-AB9w,ZUS Coffee - BHPetrol Karak Highway,"Stesen Minyak BP, Lot 1173, Lebuhraya Kuala Lumpur - Karak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.2534382,101.7275596,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.3,170,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – KL Eco City Mall,"G-12, Ground Floor, KL Eco City Mall, INC, 3, Jalan Bangsar, KL Eco City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+KL+Eco+City+Mall/@3.1199348,101.6717066,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4971281e8025:0xbaf5cf7f49acbf08!8m2!3d3.1199348!4d101.6742815!16s%2Fg%2F11lnlr7r7t?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJJYAeKHFJzDERCL-sSX_P9bo,ZUS Coffee - KL Eco City Mall,"UG-12, Ground Floor, Mall, INC, 3, Jalan Bangsar, KL Eco City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1195322,101.6741244,Monday: 7:00 AM – 7:40 PM; Tuesday: 7:00 AM – 7:40 PM; Wednesday: 7:00 AM – 7:40 PM; Thursday: 7:00 AM – 7:40 PM; Friday: 7:00 AM – 7:40 PM; Saturday: 7:00 AM – 7:40 PM; Sunday: 7:00 AM – 7:40 PM,2.8,90,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Alam Budiman, Shah Alam","No 53-G, Jalan Pulau Lumut P U10/P, Alam Budiman, Seksyen U10, 40170 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Alam+Budiman,+Shah+Alam/@3.1442965,101.4797155,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc51000dcc2a43:0x1e13a8158a049b75!8m2!3d3.1442965!4d101.4822904!16s%2Fg%2F11y7glghl2?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJQyrMDQBRzDERdZsEihWoEx4,"ZUS Coffee - Alam Budiman, Shah Alam","53-G, Jalan Pulau Lumut P U10/P Alam Budiman, Seksyen, U10, 40170 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.1442965,101.4822904,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.6,55,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Elmina Lakeside Mall,"GF-95 & 96, Elmina Lakeside Mall, No.5 & No.7, Persiaran Garcinia, Seksyen U15, 40170 Shah Alam, Selangor Darul Ehsan","https://www.google.com/maps/place/ZUS+Coffee+-+Elmina+Lakeside+Mall/@3.1806231,101.5055273,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4df793c0048d:0xdb2d0289fbd07464!8m2!3d3.1806231!4d101.5081022!16s%2Fg%2F11w87m41m8?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJJe3K_BxRzDERqWTe0IWycAc,ZUS Coffee - Elmina Lakeside Mall,"5GJ5+76, 47000 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.1806875,101.5080625,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.7,104,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Pinnacle Sri Petaling Mall,"G-K-01, Ground Floor, Pinnacle Sri Petaling Mall, Jalan Radin Anum 1, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Malaysia","https://www.google.com/maps/place/ZUS+Coffee+-+Pinnacle+Sri+Petaling+Mall/@3.0678244,101.6917303,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4bf5dd5a9d25:0x26224fa4d462b918!8m2!3d3.0678244!4d101.6943052!16s%2Fg%2F11ln7ts_r4?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJ7ZlCOgBLzDERmvMwtPJOG_E,Zus Coffee | Pinnacle Sri Petaling Mall,"G-K-01, Ground Floor, Pinnacle Sri Petaling Mall, Jalan Radin Anum 1, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,3.0676443,101.6943016,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,5,2,https://www.zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Dataran Glomac, Kelana Jaya","C-G-05 (Ground Floor), Jalan SS 6/5b, Dataran Glomac, 47301 Petaling Jaya, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+Dataran+Glomac,+Kelana+Jaya/@3.1030599,101.5976655,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4d8faf00b27d:0x4df763b42f9778dc!8m2!3d3.1030599!4d101.6002404!16s%2Fg%2F11ln0cn5w4?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJfbIAr49NzDER3HiXL7Rj900,"ZUS Coffee - Dataran Glomac, Kelana Jaya","C-G-05 (Ground Floor, Jalan SS 6/5b, Dataran Glomac, 47301 Petaling Jaya, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.102733,101.6001862,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,2.9,109,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – UOA Business Park, Shah Alam","Unit Lot- 13-03A, Level 1, UOA Business Park, No 1, Jalan Pengatucara U1/51A, Seksyen U1 40150 Selangor Darul Ehsan","https://www.google.com/maps/place/ZUS+Coffee+-+UOA+Business+Park,+Shah+Alam/@3.0848318,101.5814429,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4dd7b45908a3:0xee66b86370582d61!8m2!3d3.0848318!4d101.5840178!16s%2Fg%2F11w7_n5p17?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJowhZtNdNzDERYS1YcGO4Zu4,"ZUS Coffee - UOA Business Park, Shah Alam","Unit Lot- 13-03A, Level 1, UOA Business Park, 1, Jalan Pengaturcara, U1/51A, 40150 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0861385,101.5869567,Monday: 7:00 AM – 7:40 PM; Tuesday: 7:00 AM – 7:40 PM; Wednesday: 7:00 AM – 7:40 PM; Thursday: 7:00 AM – 7:40 PM; Friday: 7:00 AM – 7:40 PM; Saturday: 7:00 AM – 7:40 PM; Sunday: 7:00 AM – 7:40 PM,3.6,82,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Atria Shopping Gallery,"Atria Shopping Mall, Kiosk CK9, Concourse Floor, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Atria+Shopping+Gallery/@3.1270653,101.6139393,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4982c623814f:0xa68073b6e7112675!8m2!3d3.1270653!4d101.6165142!16s%2Fg%2F11j8hm1kq0?entry=tts&g_ep=EgoyMDI0MDkwNC4wKgBIAVAD",ChIJT4EjxoJJzDERdSYR57ZzgKY,ZUS Coffee - Atria Shopping Gallery,"Atria Shopping Mall, Kiosk CK9, Concourse Floor, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.126627,101.6162627,Monday: 7:00 AM – 9:40 PM; Tuesday: 7:00 AM – 9:40 PM; Wednesday: 7:00 AM – 9:40 PM; Thursday: 7:00 AM – 9:40 PM; Friday: 7:00 AM – 9:40 PM; Saturday: 7:00 AM – 9:40 PM; Sunday: 7:00 AM – 9:40 PM,3.7,178,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Lebuh Turi, Klang","Lot No. 88 (Ground Floor), Lebuh Turi, Taman Chi Liung, 41200 Klang, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Lebuh+Turi,+Klang/@3.0267565,101.4260552,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdabb6207fc4b3:0x568d45e5a2325fbf!8m2!3d3.0267565!4d101.4286301!16s%2Fg%2F11w3bgxyv5?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJs8R_ILarzTERv18youVFjVY,"ZUS Coffee - Lebuh Turi, Klang","Lot No. 88 (Ground Floor, Lebuh Turi, Taman Chi Liung, 41200 Klang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0267565,101.4286301,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.4,90,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Ground Floor, Menara IQ","Unit 001, Ground Floor, Menara IQ, TRX 55188 Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Ground+Floor,+Menara+IQ/@3.1408209,101.716414,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc37000055973f:0x21a92b5e9c610ad1!8m2!3d3.1408209!4d101.7189889!16s%2Fg%2F11lf6cxhz7?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJP5dVAAA3zDER0QphnF4rqSE,"ZUS Coffee - Menara IQ, TRX (Ground Floor)","Unit 001, Ground Floor, Menara IQ, TRX, Imbi, 55188 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1408209,101.7189889,Monday: 7:00 AM – 5:40 PM; Tuesday: 7:00 AM – 5:40 PM; Wednesday: 7:00 AM – 5:40 PM; Thursday: 7:00 AM – 5:40 PM; Friday: 7:00 AM – 5:40 PM; Saturday: Closed; Sunday: Closed,4.4,9,https://zuscoffee.com/,OPERATIONAL
"ZUS, Coffee Meets Pastry – 1 Utama Shopping Centre","Lot G601A, Ground Floor, 1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor","https://www.google.com/maps/place/Coffee+Meets+Pastry+by+ZUS+-+1+Utama+Shopping+Centre/@3.1493926,101.6143416,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc490023e6d179:0xb387efaaa433d954!8m2!3d3.1493926!4d101.6169165!16s%2Fg%2F11w9h4441q?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJedHmIwBJzDERVNkzpKrvh7M,"ZUS, Coffee Meets Pastry - 1 Utama Shopping Centre","Lot G601A, Ground Floor, 1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",,,3.1493926,101.6169165,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.2,192,,OPERATIONAL
"ZUS Coffee – Taman Segar Perdana, Cheras","No 07GF) Jalan Segar Perdana 2, Taman Segar Perdana, 43200 Cheras, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+Taman+Segar+Perdana,+Cheras/@3.0917339,101.7596799,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc3525f435aa6f:0xe7e4c12574589312!8m2!3d3.0917339!4d101.7622548!16s%2Fg%2F11w36jytpt?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJb6o19CU1zDEREpNYdCXB5Oc,"ZUS Coffee - Taman Segar Perdana, Cheras","No 07GF, Jalan Segar Perdana 2, Taman Segar Perdana, 43200 Cheras, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0910024,101.7619656,Monday: 7:00 AM – 9:40 PM; Tuesday: 7:00 AM – 9:40 PM; Wednesday: 7:00 AM – 9:40 PM; Thursday: 7:00 AM – 9:40 PM; Friday: 7:00 AM – 9:40 PM; Saturday: 7:00 AM – 9:40 PM; Sunday: 7:00 AM – 9:40 PM,4.7,131,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Sabak Bernam,"No.100 (Ground Floor), Jalan Menteri, Pekan Sabak, 45200 Sabak Bernam, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Sabak+Bernam/@3.7650089,100.9803515,17z/data=!3m1!4b1!4m6!3m5!1s0x31cb6770365000a1:0x4e77e12e2b7f3045!8m2!3d3.7650089!4d100.9829264!16s%2Fg%2F11w9jxc1rk?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJoQBQNnBnyzERRTB_Ky7hd04,ZUS Coffee - Sabak Bernam,"No.100 (Ground Floor, Jalan Menteri, Pekan Sabak Bernam, 45200 Sabak, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.764757399999999,100.9834421,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,4.8,34,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Jalan Kebun Nenas, Klang","No 47-G Jalan Kebun Nenas 7A/KS8, Bandar Putera 2, 41200 Klang, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Jalan+Kebun+Nenas,+Klang/@2.9948776,101.4906298,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdadf2b6e4b903:0x50b1c6a166045ef8!8m2!3d2.9948776!4d101.4932047!16s%2Fg%2F11w34_c7mw?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJA7nktvKtzTER-F4EZqHGsVA,"ZUS Coffee - Jalan Kebun Nenas, Klang","47-G, Jln Kebun Nenas 7A/KS8/, Bandar Putera, 41200 Klang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.96035,101.5176781,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4,77,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Menara TH Perdana,"Unit L02,Tingkat Bawah, Jln Sultan Ismail, Chow Kit, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Jalan+Sultan+Yahya+Petra,+Lundang,+KB/@6.1026293,102.2606788,17z/data=!3m1!4b1!4m6!3m5!1s0x31b6b1bba8181d4b:0x5ae5ddbd26f82db4!8m2!3d6.1026293!4d102.2632537!16s%2Fg%2F11w9h2kz3y?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJfYN5d-BJzDERxKF2BBq091Q,ZUS Coffee - Menara TH Perdana,"Unit L02,Tingkat Bawah, Jln Sultan Ismail, Chow Kit, 50250 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1600171,101.6961768,Monday: 7:00 AM – 8:40 PM; Tuesday: 7:00 AM – 8:40 PM; Wednesday: 7:00 AM – 8:40 PM; Thursday: 7:00 AM – 8:40 PM; Friday: 7:00 AM – 8:40 PM; Saturday: 7:00 AM – 8:40 PM; Sunday: 7:00 AM – 8:40 PM,4.4,57,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – MRT Bandar Utama,"MRT Bandar Utama (Kajang Line), Station Concourse area, Persiaran Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor.","https://www.google.com/maps/place/Zus+Coffee+MRT+Bandar+Utama/@3.1466959,101.6161708,17z/data=!4m7!3m6!1s0x31cc49007b32f769:0x764c69b713e80463!8m2!3d3.1466959!4d101.6187457!15sCht6dXMgY29mZmVlIG1ydCBiYW5kYXIgdXRhbWGSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11w2lw6xvk?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJafcyewBJzDERYwToE7dpTHY,ZUS Coffee - MRT Bandar Utama,"MRT Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",012-406 6314,+60 12-406 6314,3.1466959,101.6187457,Monday: 7:00 AM – 9:40 PM; Tuesday: 7:00 AM – 9:40 PM; Wednesday: 7:00 AM – 9:40 PM; Thursday: 7:00 AM – 9:40 PM; Friday: 7:00 AM – 9:40 PM; Saturday: 7:00 AM – 9:40 PM; Sunday: 7:00 AM – 9:40 PM,3.6,26,,OPERATIONAL
"ZUS Coffee – Micasa Shoppes, Jalan Tun Razak","Lot G.11 & Mezzanine, Micasa Shoppes, 368A, Jln Tun Razak, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan","https://www.google.com/maps/place/ZUS+Coffee+-+Micasa+Shoppes,+Jalan+Tun+Razak/@3.1568425,101.719561,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc37406dc03357:0x308a82104997a4b7!8m2!3d3.1568425!4d101.7221359!16s%2Fg%2F11w25h25nw?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",ChIJVzPAbUA3zDERt6SXSRCCijA,"ZUS Coffee - Micasa Shoppes, Jalan Tun Razak","Lot G.11 & Mezzanine, Micasa Shoppes, 368A, Jln Tun Razak, Taman U Thant, 55000 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1568425,101.7221359,Monday: 7:00 AM – 7:40 PM; Tuesday: 7:00 AM – 7:40 PM; Wednesday: 7:00 AM – 7:40 PM; Thursday: 7:00 AM – 7:40 PM; Friday: 7:00 AM – 7:40 PM; Saturday: 7:00 AM – 7:40 PM; Sunday: 7:00 AM – 7:40 PM,4.3,57,https://zuscoffee.com/,OPERATIONAL
